
5910;auser;poolparty;Ari;Sat Jun 28 01:58:23 BRT 2008;2678;43;Ruby;100;29;71;0;1;568;156;54;337;144993;0;0;0%;0%;0%

5911;ricardochimal;ruby-filemagic;Ricardo Chimal, Jr.;Sat Jun 28 03:12:46 BRT 2008;2678;3;C;3;1;2;0;0;51;1;4;24;259;0;0;0%;0%;0%

5912;softprops;growable;doug tangren;Sat Jun 28 03:48:54 BRT 2008;2678;1;JavaScript;0;0;0;0;0;198;124;0;3;108;0;0;0%;0%;0%

5913;softprops;focuses_on;doug tangren;Sat Jun 28 03:58:21 BRT 2008;2678;1;null;0;0;0;0;0;198;124;0;1;88;0;0;0%;0%;0%

5914;mbailey;deprec;Mike Bailey;Sat Jun 28 04:05:09 BRT 2008;2678;17;Ruby;22;12;10;0;0;39;1;56;232;1575;0;0;0%;0%;0%

5915;jtoy;merb-geokit;null;Sat Jun 28 04:16:13 BRT 2008;2678;2;Ruby;0;0;0;0;0;28;2;1;1;102;0;0;0%;0%;0%

5916;hamano;man2html;HAMANO Tsukasa;Sat Jun 28 04:34:43 BRT 2008;2678;1;C;0;0;0;0;0;30;8;1;5;148;0;0;0%;0%;0%

5917;saimonmoore;git-blog;Saimon Moore;Sat Jun 28 06:11:53 BRT 2008;2678;2;Ruby;0;0;0;0;0;50;43;0;1;121;0;0;0%;0%;0%

5918;kassens;mootools-core;Jan Kassens;Sat Jun 28 08:48:20 BRT 2008;2678;63;JavaScript;0;0;0;0;0;131;27;0;8;7040;0;0;0%;0%;0%

5919;xuxiaodong;dotfiles;Xiaodong Xu;Sat Jun 28 08:57:41 BRT 2008;2678;1;Emacs Lisp;0;0;0;0;0;233;117;1;1;16740;0;0;0%;0%;0%

5920;Thorsson;will_paginate;Ivan Turkovic;Sat Jun 28 09:36:24 BRT 2008;2678;8;Ruby;0;0;0;0;0;29;66;0;1;620;0;0;0%;0%;0%

5921;nathanbullock;dwm-nkb;Nathan Bullock;Sat Jun 28 10:11:45 BRT 2008;2678;1;C;0;0;0;0;0;1;0;0;1;120;0;0;0%;0%;0%

5922;Grasiu;gpb;null;Sat Jun 28 10:25:22 BRT 2008;2678;1;C#;0;0;0;0;0;1;0;0;1;92;0;0;0%;0%;0%

5923;nbibler;rubyzip;Nathaniel Bibler;Sat Jun 28 12:41:58 BRT 2008;2678;1;Ruby;0;0;0;0;0;70;0;14;20;478;0;0;0%;0%;0%

5924;bendiken;dotfiles;Arto Bendiken;Sat Jun 28 13:36:10 BRT 2008;2678;1;Shell;0;0;0;0;0;179;180;0;2;284;0;0;0%;0%;0%

5925;wuyuntao;pinyin-urlify;Wu Yuntao;Sat Jun 28 13:43:49 BRT 2008;2678;2;Python;0;0;0;0;0;44;16;0;3;144;0;0;0%;0%;0%

5926;ryanlowe;listens-facebook;Ryan Lowe;Sat Jun 28 14:15:34 BRT 2008;2678;1;Ruby;0;0;0;0;0;17;18;0;7;3212;0;0;0%;0%;0%

5927;peterarmstrong;enterprise_flexible_rails;Peter Armstrong;Sat Jun 28 14:23:57 BRT 2008;2678;2;JavaScript;0;0;0;0;0;28;5;0;6;30476;0;0;0%;0%;0%

5928;rhyhann;phyarm;null;Sat Jun 28 14:25:04 BRT 2008;2678;1;Ruby;0;0;0;0;0;4;0;0;1;344;0;0;0%;0%;0%

5929;libelabo;libelabo;libelabo;Sat Jun 28 14:49:38 BRT 2008;2678;0;null;0;0;0;0;0;6;0;0;3;56;0;0;0%;0%;0%

5930;melo;anyevent--http;Pedro Melo;Sat Jun 28 15:31:58 BRT 2008;2678;1;Perl;0;0;0;0;0;210;164;0;2;100;0;0;0%;0%;0%

5931;sdague;inviter;Sean Dague;Sat Jun 28 16:01:41 BRT 2008;2678;1;Ruby;0;0;0;0;0;33;2;1;10;257;0;0;0%;0%;0%

5932;atmos;dot_xen;Corey Donohoe;Sat Jun 28 16:31:04 BRT 2008;2678;1;Ruby;0;0;0;0;0;944;164;2;11;108;0;0;0%;0%;0%

5933;bartman;git-vim;Bart Trojanowski;Sat Jun 28 16:33:31 BRT 2008;2678;5;VimL;0;0;0;0;0;42;23;1;9;122;0;0;0%;0%;0%

5934;sandrods;poignant-br;Sandro Duarte;Sat Jun 28 16:47:24 BRT 2008;2678;22;Ruby;0;0;0;0;0;2;0;0;1;4533;0;0;0%;0%;0%

5935;atmos;keepalived_dot_conf;Corey Donohoe;Sat Jun 28 16:52:42 BRT 2008;2678;1;Ruby;0;0;0;0;0;944;164;2;4;93;0;0;0%;0%;0%

5936;collin;fold;collin;Sat Jun 28 16:58:38 BRT 2008;2678;1;Ruby;0;0;0;0;0;108;225;0;1;112;0;0;0%;0%;0%

5937;kei-s;gm_scripts_fx3;Kei Shiratsuchi;Sat Jun 28 17:00:07 BRT 2008;2678;1;JavaScript;0;0;0;0;0;105;85;0;1;192;0;0;0%;0%;0%

5938;wfarr;telepathy-glib-sharp;Will Farrington;Sat Jun 28 17:12:24 BRT 2008;2678;1;Shell;0;0;0;0;0;251;33;1;1;144;0;0;0%;0%;0%

5939;larrytheliquid;random-bug-walk;Larry Diehl;Sat Jun 28 17:59:53 BRT 2008;2678;1;Ruby;0;0;0;0;0;113;5;0;0;124;0;0;0%;0%;0%

5940;jsmilani;acts_as_versioned;null;Sat Jun 28 18:08:47 BRT 2008;2678;7;Ruby;0;0;0;0;0;11;1;0;1;156;0;0;0%;0%;0%

5941;thinkerbot;molecules;Simon Chiang;Sat Jun 28 18:13:05 BRT 2008;2678;2;Ruby;1;1;0;0;0;13;0;2;4;141;0;0;0%;0%;0%

5942;luigi;mephisto_feedreader;Luigi Montanez;Sat Jun 28 18:17:54 BRT 2008;2678;2;Ruby;0;0;0;0;0;75;30;0;1;92;0;0;0%;0%;0%

5943;aemoncannon;flyparse-mode;Aemon Cannon;Sat Jun 28 18:50:46 BRT 2008;2678;4;ActionScript;0;0;0;0;0;78;3;0;17;3036;0;0;0%;0%;0%

5944;xkenneth;mwdcommander;null;Sat Jun 28 18:57:53 BRT 2008;2678;2;Python;0;0;0;0;0;1;0;0;1;116;0;0;0%;0%;0%

5945;aemoncannon;far-search-mode;Aemon Cannon;Sat Jun 28 19:00:10 BRT 2008;2678;1;Emacs Lisp;0;0;0;0;0;78;3;0;5;92;0;0;0%;0%;0%

5946;drnic;iphoneruby;Dr Nic Williams;Sat Jun 28 20:05:44 BRT 2008;2678;1;Ruby;0;0;0;0;0;1450;13;0;13;140;0;0;0%;0%;0%

5947;heavysixer;paperclippolymorph;Mark Daggett;Sat Jun 28 20:17:37 BRT 2008;2678;3;Ruby;0;0;0;0;0;60;26;14;90;601;0;0;0%;0%;0%

